x,density,velocity,total_energy,pressure,speed_of_sound,mach
-10.0,0.9999995565023193,0.00026674404483636023,249999.94912578375,99999.93530054021,374.1657006065881,7.129035194939608e-07
-9.6,0.9999995565023193,0.00026674404483636023,249999.94912578375,99999.93530054021,374.1657006065881,7.129035194939608e-07
-9.2,0.9999980007181394,0.0010142287174099327,249999.7796607243,99999.7119360741,374.1655737901571,2.7106414605068437e-06
-8.8,0.9999924236376351,0.0037613631962772885,249999.16799841914,99998.90956282301,374.16511605861024,1.0052682719059513e-05
-8.4,0.9999738743658914,0.012774471338921737,249997.14091388098,99996.24379938311,374.1635990660782,3.4141405980718435e-05
-8.0,0.9999176322374312,0.03965563174470352,249991.02014291967,99988.17126228334,374.1590181189217,0.00010598603755181834
-7.6,0.999762258112786,0.11263283372633398,249974.19104451075,99965.90214680295,374.1464197781432,0.0003010394534661634
-7.199999999999999,0.9993711392864769,0.2930081110811915,249932.06660395215,99909.94049853347,374.1148663968892,0.000783203602420724
-6.8,0.9984739710143955,0.6989856700299062,249836.11887102562,99781.84711771534,374.04289829524043,0.0018687312958370382
-6.4,0.9965980229838487,1.5316360972632983,249637.32506620503,99514.7582639014,373.89336070932995,0.004096451711144489
-6.0,0.9930185027228404,3.090556973619165,249262.5887846777,99007.0481082439,373.6099239682285,0.00827214903927976
-5.6,0.9867709343893317,5.763920315612058,248619.02144481835,98125.45298500534,373.1184123457658,0.015447965377464888
-5.199999999999999,0.9767565198109794,9.985674404017425,247609.0403995468,96722.01862974935,372.3347187540014,0.026819079449356645
-4.8,0.9619281955885043,16.170103681062976,246153.6753220419,94662.5607894883,371.17764742706106,0.04356432504260783
-4.3999999999999995,0.9414956971099537,24.64828669630898,244215.86697236908,91856.87627863976,369.5818919456808,0.06669235488391205
-4.0,0.9150716805320237,35.630243309904465,241814.74788973783,88278.79178605169,367.5061833922291,0.09695141175863509
-3.5999999999999996,0.8827114541182293,49.20215745162341,239026.75306242413,83969.27829714055,364.9344366753391,0.1348246493256971
-3.1999999999999993,0.8448504481177459,65.35225861641462,235975.8809529367,79024.07415962467,361.8710217410201,0.1805954461398824
-2.8,0.8021798776866496,84.01163792938898,232819.1230309564,73572.77630936395,358.3329197983538,0.234451353162487
-2.3999999999999995,0.7555070007318826,105.09828004638953,229732.9863228924,67756.93883724815,354.3412067056005,0.29660191379804435
-2.0,0.705630472261451,128.55948684523338,226904.9324409817,61711.946449634685,349.91291845648544,0.36740423135083766
-1.5999999999999996,0.6532382254496342,154.41644646392058,224531.63665773408,55553.83935922864,345.05256646710876,0.44751571635865495
-1.1999999999999993,0.598809648904628,182.8277175957042,222825.7386893184,49368.921751064925,339.7398134691708,0.5381403955244551
-0.7999999999999989,0.5424502441366669,214.22726049567515,222036.6198265275,43198.559018581254,333.90174863842867,0.6415877166539037
-0.3999999999999986,0.4832927348751843,249.81107851185726,222516.21406170662,36984.15566163799,327.31562579461985,0.7632115879142469
0.0,0.4126223017166517,296.64933887775214,225087.569732826,29888.23941769485,318.44749422555117,0.931548667384521
0.40000000000000036,0.41274367790350025,295.01913096435663,225874.61568169697,30106.592354696873,319.5616125944421,0.92319953128653
0.8000000000000007,0.4094945002886297,294.5950853491649,227524.9295528192,30160.383344912756,321.1133858036003,0.9174176424066777
1.200000000000001,0.4022500417129593,294.50728475213765,230832.1401252293,30163.100668921612,324.00667748357733,0.908954367976151
1.6000000000000014,0.3893291796552349,294.57700330965037,236902.64600535075,30136.389651454763,329.19342447398026,0.8948447368909521
2.0,0.37012002897094753,294.72557957669187,246671.45790283236,30089.25926180059,337.3637941357628,0.873613543301827
2.4000000000000004,0.34624615857250457,294.8273484044284,260307.33938978534,30032.804104906787,348.47327552549507,0.8460544010436123
2.8000000000000007,0.3211898361849732,294.6351962265432,276703.30161142116,29973.22380804198,361.45134834838944,0.8151448253626525
3.200000000000001,0.29858591059452294,293.7344565467544,293373.81603551836,29886.520851709054,374.34069550384373,0.7846714505656475
3.6000000000000014,0.28043364136403515,291.4218557809575,307083.2329172124,29683.327048188767,384.9508215163725,0.7570365862138131
4.0,0.2662261867443969,286.3196032235963,314926.85479372565,29171.723465154522,391.669430044334,0.7310236165002387
4.4,0.25305478987327923,275.66548320382987,314854.2300170197,28024.147887912233,393.75215604886625,0.7000989809681668
4.800000000000001,0.23645352001241524,254.6257297260826,305217.70601890195,25801.86247857139,390.85588385464257,0.6514568162949204
5.200000000000001,0.21252586701183235,216.76718539642067,284750.0053806791,22209.46308391602,382.4962215069165,0.5667171940742974
5.600000000000001,0.18214460737176114,158.47319463686793,255360.8172595809,17690.171367945688,368.74138187652494,0.42976786014739604
6.0,0.15364934127007682,89.83656077281576,226407.5806791332,13666.941542100165,352.8859235473951,0.2545767761709828
6.400000000000002,0.13577591591013613,36.78910331840655,208936.74358308988,11310.678230755257,341.50492490167403,0.10772642101427632
6.800000000000001,0.1282392568386631,11.485414297222048,202441.4119792868,10380.99116055212,336.64559195206834,0.03411722764769587
7.199999999999999,0.12585156635676298,3.067738462316688,200613.5065000508,10098.772731838306,335.1729830320933,0.009152702090021819
7.600000000000001,0.12520624881259268,0.7504910317933395,200146.56212670385,10023.825998495342,334.7863752972233,0.0022417012374743557
8.0,0.12504675953372055,0.17168785006624154,200033.14638575,10005.39796475535,334.6917293907021,0.0005129730883365268
8.400000000000002,0.12500992909505124,0.03678889801305128,200007.04416061763,10001.146529773572,334.6699035631788,0.00010992592289108032
8.8,0.12500196688181486,0.007355806834966385,200001.39771058282,10000.227235821263,334.6651799975255,2.1979600133544738e-05
9.200000000000003,0.12500036118010302,0.0013672562240435496,200000.2571713467,10000.041752965994,334.6642257777647,4.085456761522764e-06
9.600000000000001,0.12500005757255428,0.00024768691922665335,200000.04218328005,10000.00671496778,334.66404590666684,7.401061519937812e-07
